Year,Sport,Event,Country,Medal Rank,Lat,Lon
1972,Speedskating,"Women's 3,000 Meters",United States,2,38.9072,77.0369
1972,Bobsled,Men's Two,West Germany,1,50.7374,7.0982
1972,Bobsled,Men's Two,West Germany,2,50.7374,7.0982
1972,Bobsled,Men's Four,West Germany,3,50.7374,7.0982
1972,Speedskating,Men's 500 Meters,West Germany,1,50.7374,7.0982
1972,Speedskating,"Women's 1,000 Meters",West Germany,1,50.7374,7.0982
1976,Alpine Skiing,Men's Downhill,Austria,1,48.2,16.366667
1976,Alpine Skiing,Women's Downhill,Austria,2,48.2,16.366667
1976,Luge,Men's Doubles,Austria,3,48.2,16.366667
1976,Ski Jumping,"Men's Normal Hill, Individual",Austria,3,48.2,16.366667
1976,Ski Jumping,"Men's Large Hill, Individual",Austria,1,48.2,16.366667
1976,Ski Jumping,"Men's Large Hill, Individual",Austria,2,48.2,16.366667
1976,Alpine Skiing,Women's Giant Slalom,Canada,1,45.41666667,-75.7
1976,Figure Skating,Men's Singles,Canada,3,45.41666667,-75.7
1976,Speedskating,Women's 500 Meters,Canada,2,45.41666667,-75.7
1976,Ice Hockey,Men's Ice Hockey,Czechoslovakia,2,50.08333333,14.466667
1976,Biathlon,Men's 20 Kilometers,Finland,2,60.16666667,24.933333
1976,Biathlon,Men's 4 × 7.5-Kilometer Relay,Finland,2,60.16666667,24.933333
1976,Cross-Country Skiing,Men's 15 Kilometers,Finland,3,60.16666667,24.933333
1976,Cross-Country Skiing,Men's 4 × 10-Kilometer Relay,Finland,1,60.16666667,24.933333
1976,Cross-Country Skiing,Women's 5 Kilometers,Finland,1,60.16666667,24.933333
1976,Cross-Country Skiing,Women's 10 Kilometers,Finland,2,60.16666667,24.933333
1976,Cross-Country Skiing,Women's 4 × 5-Kilometer Relay,Finland,2,60.16666667,24.933333
1976,Alpine Skiing,Women's Giant Slalom,France,3,48.86666667,2.333333
1976,Biathlon,Men's 4 × 7.5-Kilometer Relay,Germany,3,52.51666667,13.4
1976,Bobsled,Men's Two,Germany,1,52.51666667,13.4
1976,Bobsled,Men's Four,Germany,1,52.51666667,13.4
1976,Cross-Country Skiing,Men's 50 Kilometers,Germany,2,52.51666667,13.4
1976,Cross-Country Skiing,Women's 4 × 5-Kilometer Relay,Germany,3,52.51666667,13.4
1976,Figure Skating,Mixed Pairs,Germany,2,52.51666667,13.4
1976,Figure Skating,Mixed Pairs,Germany,3,52.51666667,13.4
1976,Figure Skating,Women's Singles,Germany,3,52.51666667,13.4
1976,Luge,Men's Singles,Germany,1,52.51666667,13.4
1976,Luge,Men's Singles,Germany,3,52.51666667,13.4
1976,Luge,Men's Doubles,Germany,1,52.51666667,13.4
1976,Luge,Women's Singles,Germany,1,52.51666667,13.4
1976,Luge,Women's Singles,Germany,2,52.51666667,13.4
1976,Nordic Combined,Men's Individual,Germany,1,52.51666667,13.4
1976,Nordic Combined,Men's Individual,Germany,3,52.51666667,13.4
1976,Ski Jumping,"Men's Normal Hill, Individual",Germany,1,52.51666667,13.4
1976,Ski Jumping,"Men's Normal Hill, Individual",Germany,2,52.51666667,13.4
1976,Ski Jumping,"Men's Large Hill, Individual",Germany,3,52.51666667,13.4
1976,Speedskating,"Women's 3,000 Meters",Germany,2,52.51666667,13.4
1976,Figure Skating,Men's Singles,Great Britain,1,51.5,-0.083333
1976,Alpine Skiing,Men's Downhill,Italy,3,41.9,12.483333
1976,Alpine Skiing,Men's Slalom,Italy,1,41.9,12.483333
1976,Alpine Skiing,Men's Slalom,Italy,2,41.9,12.483333
1976,Alpine Skiing,Women's Slalom,Italy,2,41.9,12.483333
1976,Alpine Skiing,Men's Slalom,Liechtenstein,3,47.13333333,9.516667
1976,Alpine Skiing,Women's Slalom,Liechtenstein,3,47.13333333,9.516667
1976,Figure Skating,Women's Singles,Netherlands,2,52.35,4.916667
1976,Speedskating,"Men's 1,500 Meters",Netherlands,3,52.35,4.916667
1976,Speedskating,"Men's 5,000 Meters",Netherlands,2,52.35,4.916667
1976,Speedskating,"Men's 5,000 Meters",Netherlands,3,52.35,4.916667
1976,Speedskating,"Men's 10,000 Meters",Netherlands,1,52.35,4.916667
1976,Speedskating,"Men's 10,000 Meters",Netherlands,3,52.35,4.916667
1976,Cross-Country Skiing,Men's 50 Kilometers,Norway,1,59.91666667,10.75
1976,Cross-Country Skiing,Men's 4 × 10-Kilometer Relay,Norway,2,59.91666667,10.75
1976,Speedskating,"Men's 1,000 Meters",Norway,2,59.91666667,10.75
1976,Speedskating,"Men's 1,500 Meters",Norway,1,59.91666667,10.75
1976,Speedskating,"Men's 5,000 Meters",Norway,1,59.91666667,10.75
1976,Speedskating,"Men's 10,000 Meters",Norway,2,59.91666667,10.75
1976,Speedskating,"Women's 3,000 Meters",Norway,3,59.91666667,10.75
1976,Biathlon,Men's 20 Kilometers,Soviet Union,1,55.75,37.6
1976,Biathlon,Men's 20 Kilometers,Soviet Union,3,55.75,37.6
1976,Biathlon,Men's 4 × 7.5-Kilometer Relay,Soviet Union,1,55.75,37.6
1976,Cross-Country Skiing,Men's 15 Kilometers,Soviet Union,1,55.75,37.6
1976,Cross-Country Skiing,Men's 15 Kilometers,Soviet Union,2,55.75,37.6
1976,Cross-Country Skiing,Men's 30 Kilometers,Soviet Union,1,55.75,37.6
1976,Cross-Country Skiing,Men's 30 Kilometers,Soviet Union,3,55.75,37.6
1976,Cross-Country Skiing,Men's 4 × 10-Kilometer Relay,Soviet Union,3,55.75,37.6
1976,Cross-Country Skiing,Women's 5 Kilometers,Soviet Union,2,55.75,37.6
1976,Cross-Country Skiing,Women's 5 Kilometers,Soviet Union,3,55.75,37.6
1976,Cross-Country Skiing,Women's 10 Kilometers,Soviet Union,1,55.75,37.6
1976,Cross-Country Skiing,Women's 10 Kilometers,Soviet Union,3,55.75,37.6
1976,Cross-Country Skiing,Women's 4 × 5-Kilometer Relay,Soviet Union,1,55.75,37.6
1976,Figure Skating,Men's Singles,Soviet Union,2,55.75,37.6
1976,Figure Skating,Mixed Pairs,Soviet Union,1,55.75,37.6
1976,Figure Skating,Mixed Ice Dancing,Soviet Union,1,55.75,37.6
1976,Figure Skating,Mixed Ice Dancing,Soviet Union,2,55.75,37.6
1976,Ice Hockey,Men's Ice Hockey,Soviet Union,1,55.75,37.6
1976,Speedskating,Men's 500 Meters,Soviet Union,1,55.75,37.6
1976,Speedskating,Men's 500 Meters,Soviet Union,2,55.75,37.6
1976,Speedskating,"Men's 1,000 Meters",Soviet Union,3,55.75,37.6
1976,Speedskating,"Men's 1,500 Meters",Soviet Union,2,55.75,37.6
1976,Speedskating,Women's 500 Meters,Soviet Union,3,55.75,37.6
1976,Speedskating,"Women's 1,000 Meters",Soviet Union,1,55.75,37.6
1976,Speedskating,"Women's 1,500 Meters",Soviet Union,1,55.75,37.6
1976,Speedskating,"Women's 1,500 Meters",Soviet Union,3,55.75,37.6
1976,Speedskating,"Women's 3,000 Meters",Soviet Union,1,55.75,37.6
1976,Alpine Skiing,Men's Giant Slalom,Sweden,3,59.33333333,18.05
1976,Cross-Country Skiing,Men's 50 Kilometers,Sweden,3,59.33333333,18.05
1976,Alpine Skiing,Men's Downhill,Switzerland,2,46.91666667,7.466667
1976,Alpine Skiing,Men's Giant Slalom,Switzerland,1,46.91666667,7.466667
1976,Alpine Skiing,Men's Giant Slalom,Switzerland,2,46.91666667,7.466667
1976,Bobsled,Men's Two,Switzerland,3,46.91666667,7.466667
1976,Bobsled,Men's Four,Switzerland,2,46.91666667,7.466667
1976,Alpine Skiing,Women's Downhill,United States,3,38.9072,77.0369
1976,Cross-Country Skiing,Men's 30 Kilometers,United States,2,38.9072,77.0369
1976,Figure Skating,Mixed Ice Dancing,United States,3,38.9072,77.0369
1976,Figure Skating,Women's Singles,United States,1,38.9072,77.0369
1976,Speedskating,Men's 500 Meters,United States,3,38.9072,77.0369
1976,Speedskating,"Men's 1,000 Meters",United States,1,38.9072,77.0369
1976,Speedskating,Women's 500 Meters,United States,1,38.9072,77.0369
1976,Speedskating,"Women's 1,000 Meters",United States,2,38.9072,77.0369
1976,Speedskating,"Women's 1,000 Meters",United States,3,38.9072,77.0369
1976,Speedskating,"Women's 1,500 Meters",United States,2,38.9072,77.0369
1976,Alpine Skiing,Women's Downhill,West Germany,1,50.7374,7.0982
1976,Alpine Skiing,Women's Giant Slalom,West Germany,2,50.7374,7.0982
1976,Alpine Skiing,Women's Slalom,West Germany,1,50.7374,7.0982
1976,Bobsled,Men's Two,West Germany,2,50.7374,7.0982
1976,Bobsled,Men's Four,West Germany,3,50.7374,7.0982
1976,Ice Hockey,Men's Ice Hockey,West Germany,3,50.7374,7.0982
1976,Luge,Men's Singles,West Germany,2,50.7374,7.0982
1976,Luge,Men's Doubles,West Germany,2,50.7374,7.0982
1976,Luge,Women's Singles,West Germany,3,50.7374,7.0982
1976,Nordic Combined,Men's Individual,West Germany,2,50.7374,7.0982
1980,Alpine Skiing,Men's Downhill,Austria,1,48.2,16.366667
1980,Alpine Skiing,Men's Downhill,Austria,2,48.2,16.366667
1980,Alpine Skiing,Men's Giant Slalom,Austria,3,48.2,16.366667
1980,Alpine Skiing,Women's Downhill,Austria,1,48.2,16.366667
1980,Luge,Men's Doubles,Austria,3,48.2,16.366667
1980,Ski Jumping,"Men's Normal Hill, Individual",Austria,1,48.2,16.366667
1980,Ski Jumping,"Men's Large Hill, Individual",Austria,2,48.2,16.366667
1980,Cross-Country Skiing,Men's 30 Kilometers,Bulgaria,3,42.68333333,23.316667
1980,Alpine Skiing,Men's Downhill,Canada,3,45.41666667,-75.7
1980,Speedskating,"Men's 1,000 Meters",Canada,2,45.41666667,-75.7
1980,Cross-Country Skiing,Women's 5 Kilometers,Czechoslovakia,3,50.08333333,14.466667
1980,Cross-Country Skiing,Men's 15 Kilometers,Finland,2,60.16666667,24.933333
1980,Cross-Country Skiing,Men's 50 Kilometers,Finland,2,60.16666667,24.933333
1980,Cross-Country Skiing,Men's 4 × 10-Kilometer Relay,Finland,3,60.16666667,24.933333
1980,Cross-Country Skiing,Women's 5 Kilometers,Finland,2,60.16666667,24.933333
1980,Cross-Country Skiing,Women's 10 Kilometers,Finland,2,60.16666667,24.933333
1980,Cross-Country Skiing,Women's 10 Kilometers,Finland,3,60.16666667,24.933333
1980,Nordic Combined,Men's Individual,Finland,2,60.16666667,24.933333
1980,Ski Jumping,"Men's Large Hill, Individual",Finland,1,60.16666667,24.933333
1980,Ski Jumping,"Men's Large Hill, Individual",Finland,3,60.16666667,24.933333
1980,Alpine Skiing,Women's Giant Slalom,France,3,48.86666667,2.333333
1980,Biathlon,Men's 10-Kilometer Sprint,Germany,1,52.51666667,13.4
1980,Biathlon,Men's 20 Kilometers,Germany,2,52.51666667,13.4
1980,Biathlon,Men's 20 Kilometers,Germany,3,52.51666667,13.4
1980,Biathlon,Men's 4 × 7.5-Kilometer Relay,Germany,2,52.51666667,13.4
1980,Bobsled,Men's Two,Germany,2,52.51666667,13.4
1980,Bobsled,Men's Two,Germany,3,52.51666667,13.4
1980,Bobsled,Men's Four,Germany,1,52.51666667,13.4
1980,Bobsled,Men's Four,Germany,3,52.51666667,13.4
1980,Cross-Country Skiing,Women's 10 Kilometers,Germany,1,52.51666667,13.4
1980,Cross-Country Skiing,Women's 4 × 5-Kilometer Relay,Germany,1,52.51666667,13.4
1980,Figure Skating,Men's Singles,Germany,2,52.51666667,13.4
1980,Figure Skating,Mixed Pairs,Germany,3,52.51666667,13.4
1980,Figure Skating,Women's Singles,Germany,1,52.51666667,13.4
1980,Luge,Men's Singles,Germany,1,52.51666667,13.4
1980,Luge,Men's Doubles,Germany,1,52.51666667,13.4
1980,Luge,Women's Singles,Germany,2,52.51666667,13.4
1980,Nordic Combined,Men's Individual,Germany,1,52.51666667,13.4
1980,Nordic Combined,Men's Individual,Germany,3,52.51666667,13.4
1980,Ski Jumping,"Men's Normal Hill, Individual",Germany,2,52.51666667,13.4
1980,Speedskating,Women's 500 Meters,Germany,1,52.51666667,13.4
1980,Speedskating,"Women's 1,000 Meters",Germany,3,52.51666667,13.4
1980,Speedskating,"Women's 1,500 Meters",Germany,3,52.51666667,13.4
1980,Speedskating,"Women's 3,000 Meters",Germany,2,52.51666667,13.4
1980,Figure Skating,Men's Singles,Great Britain,1,51.5,-0.083333
1980,Figure Skating,Mixed Ice Dancing,Hungary,2,47.5,19.083333
1980,Luge,Men's Singles,Italy,2,41.9,12.483333
1980,Luge,Men's Doubles,Italy,2,41.9,12.483333
1980,Ski Jumping,"Men's Normal Hill, Individual",Japan,2,35.68333333,139.75
1980,Alpine Skiing,Men's Giant Slalom,Liechtenstein,2,47.13333333,9.516667
1980,Alpine Skiing,Women's Downhill,Liechtenstein,2,47.13333333,9.516667
1980,Alpine Skiing,Women's Giant Slalom,Liechtenstein,1,47.13333333,9.516667
1980,Alpine Skiing,Women's Slalom,Liechtenstein,1,47.13333333,9.516667
1980,Speedskating,Men's 500 Meters,Netherlands,3,52.35,4.916667
1980,Speedskating,"Men's 10,000 Meters",Netherlands,2,52.35,4.916667
1980,Speedskating,"Women's 1,500 Meters",Netherlands,1,52.35,4.916667
1980,Speedskating,"Women's 1,500 Meters",Netherlands,2,52.35,4.916667
1980,Cross-Country Skiing,Men's 15 Kilometers,Norway,3,59.91666667,10.75
1980,Cross-Country Skiing,Men's 4 × 10-Kilometer Relay,Norway,2,59.91666667,10.75
1980,Cross-Country Skiing,Women's 4 × 5-Kilometer Relay,Norway,3,59.91666667,10.75
1980,Speedskating,"Men's 1,000 Meters",Norway,3,59.91666667,10.75
1980,Speedskating,"Men's 1,500 Meters",Norway,2,59.91666667,10.75
1980,Speedskating,"Men's 1,500 Meters",Norway,3,59.91666667,10.75
1980,Speedskating,"Men's 5,000 Meters",Norway,2,59.91666667,10.75
1980,Speedskating,"Men's 5,000 Meters",Norway,3,59.91666667,10.75
1980,Speedskating,"Men's 10,000 Meters",Norway,3,59.91666667,10.75
1980,Speedskating,"Women's 3,000 Meters",Norway,1,59.91666667,10.75
1980,Biathlon,Men's 10-Kilometer Sprint,Soviet Union,2,55.75,37.6
1980,Biathlon,Men's 10-Kilometer Sprint,Soviet Union,3,55.75,37.6
1980,Biathlon,Men's 20 Kilometers,Soviet Union,1,55.75,37.6
1980,Biathlon,Men's 4 × 7.5-Kilometer Relay,Soviet Union,1,55.75,37.6
1980,Cross-Country Skiing,Men's 30 Kilometers,Soviet Union,1,55.75,37.6
1980,Cross-Country Skiing,Men's 30 Kilometers,Soviet Union,2,55.75,37.6
1980,Cross-Country Skiing,Men's 50 Kilometers,Soviet Union,1,55.75,37.6
1980,Cross-Country Skiing,Men's 50 Kilometers,Soviet Union,3,55.75,37.6
1980,Cross-Country Skiing,Men's 4 × 10-Kilometer Relay,Soviet Union,1,55.75,37.6
1980,Cross-Country Skiing,Women's 5 Kilometers,Soviet Union,1,55.75,37.6
1980,Cross-Country Skiing,Women's 4 × 5-Kilometer Relay,Soviet Union,2,55.75,37.6
1980,Figure Skating,Mixed Pairs,Soviet Union,1,55.75,37.6
1980,Figure Skating,Mixed Pairs,Soviet Union,2,55.75,37.6
1980,Figure Skating,Mixed Ice Dancing,Soviet Union,1,55.75,37.6
1980,Figure Skating,Mixed Ice Dancing,Soviet Union,3,55.75,37.6
1980,Ice Hockey,Men's Ice Hockey,Soviet Union,2,55.75,37.6
1980,Luge,Women's Singles,Soviet Union,1,55.75,37.6
1980,Luge,Women's Singles,Soviet Union,3,55.75,37.6
1980,Speedskating,Men's 500 Meters,Soviet Union,2,55.75,37.6
1980,Speedskating,"Men's 1,000 Meters",Soviet Union,3,55.75,37.6
1980,Speedskating,Women's 500 Meters,Soviet Union,3,55.75,37.6
1980,Speedskating,"Women's 1,000 Meters",Soviet Union,1,55.75,37.6
1980,Alpine Skiing,Men's Giant Slalom,Sweden,1,59.33333333,18.05
1980,Alpine Skiing,Men's Slalom,Sweden,1,59.33333333,18.05
1980,Cross-Country Skiing,Men's 15 Kilometers,Sweden,1,59.33333333,18.05
1980,Ice Hockey,Men's Ice Hockey,Sweden,3,59.33333333,18.05
1980,Alpine Skiing,Men's Slalom,Switzerland,3,46.91666667,7.466667
1980,Alpine Skiing,Women's Downhill,Switzerland,3,46.91666667,7.466667
1980,Alpine Skiing,Women's Slalom,Switzerland,3,46.91666667,7.466667
1980,Bobsled,Men's Two,Switzerland,1,46.91666667,7.466667
1980,Bobsled,Men's Four,Switzerland,2,46.91666667,7.466667
1980,Alpine Skiing,Men's Slalom,United States,2,38.9072,77.0369
1980,Figure Skating,Men's Singles,United States,3,38.9072,77.0369
1980,Figure Skating,Women's Singles,United States,2,38.9072,77.0369
1980,Ice Hockey,Men's Ice Hockey,United States,1,38.9072,77.0369
1980,Speedskating,Men's 500 Meters,United States,1,38.9072,77.0369
1980,Speedskating,"Men's 1,000 Meters",United States,1,38.9072,77.0369
1980,Speedskating,"Men's 1,500 Meters",United States,1,38.9072,77.0369
1980,Speedskating,"Men's 5,000 Meters",United States,1,38.9072,77.0369
1980,Speedskating,"Men's 10,000 Meters",United States,1,38.9072,77.0369
1980,Speedskating,Women's 500 Meters,United States,2,38.9072,77.0369
1980,Speedskating,"Women's 1,000 Meters",United States,2,38.9072,77.0369
1980,Speedskating,"Women's 3,000 Meters",United States,3,38.9072,77.0369
1980,Alpine Skiing,Women's Giant Slalom,West Germany,2,50.7374,7.0982
1980,Alpine Skiing,Women's Slalom,West Germany,2,50.7374,7.0982
1980,Biathlon,Men's 4 × 7.5-Kilometer Relay,West Germany,3,50.7374,7.0982
1980,Figure Skating,Women's Singles,West Germany,3,50.7374,7.0982
1980,Luge,Men's Singles,West Germany,3,50.7374,7.0982
1984,Alpine Skiing,Men's Downhill,Austria,3,48.2,16.366667
1984,Figure Skating,Men's Singles,Canada,2,45.41666667,-75.7
1984,Speedskating,Men's 500 Meters,Canada,3,45.41666667,-75.7
1984,Speedskating,"Men's 1,000 Meters",Canada,1,45.41666667,-75.7
1984,Speedskating,"Men's 1,500 Meters",Canada,1,45.41666667,-75.7
1984,Alpine Skiing,Women's Downhill,Czechoslovakia,3,50.08333333,14.466667
1984,Cross-Country Skiing,Women's 5 Kilometers,Czechoslovakia,3,50.08333333,14.466667
1984,Cross-Country Skiing,Women's 4 × 5-Kilometer Relay,Czechoslovakia,2,50.08333333,14.466667
1984,Figure Skating,Men's Singles,Czechoslovakia,3,50.08333333,14.466667
1984,Ice Hockey,Men's Ice Hockey,Czechoslovakia,2,50.08333333,14.466667
1984,Ski Jumping,"Men's Large Hill, Individual",Czechoslovakia,3,50.08333333,14.466667
1984,Cross-Country Skiing,Men's 15 Kilometers,Finland,2,60.16666667,24.933333
1984,Cross-Country Skiing,Men's 15 Kilometers,Finland,3,60.16666667,24.933333
1984,Cross-Country Skiing,Men's 50 Kilometers,Finland,3,60.16666667,24.933333
1984,Cross-Country Skiing,Men's 4 × 10-Kilometer Relay,Finland,3,60.16666667,24.933333
1984,Cross-Country Skiing,Women's 5 Kilometers,Finland,1,60.16666667,24.933333
1984,Cross-Country Skiing,Women's 10 Kilometers,Finland,1,60.16666667,24.933333
1984,Cross-Country Skiing,Women's 20 Kilometers,Finland,1,60.16666667,24.933333
1984,Cross-Country Skiing,Women's 4 × 5-Kilometer Relay,Finland,3,60.16666667,24.933333
1984,Nordic Combined,Men's Individual,Finland,2,60.16666667,24.933333
1984,Nordic Combined,Men's Individual,Finland,3,60.16666667,24.933333
1984,Ski Jumping,"Men's Normal Hill, Individual",Finland,2,60.16666667,24.933333
1984,Ski Jumping,"Men's Normal Hill, Individual",Finland,3,60.16666667,24.933333
1984,Ski Jumping,"Men's Large Hill, Individual",Finland,1,60.16666667,24.933333
1984,Alpine Skiing,Men's Slalom,France,3,48.86666667,2.333333
1984,Alpine Skiing,Women's Giant Slalom,France,3,48.86666667,2.333333
1984,Alpine Skiing,Women's Slalom,France,2,48.86666667,2.333333
1984,Biathlon,Men's 10-Kilometer Sprint,Germany,3,52.51666667,13.4
1984,Biathlon,Men's 20 Kilometers,Germany,2,52.51666667,13.4
1984,Bobsled,Men's Two,Germany,1,52.51666667,13.4
1984,Bobsled,Men's Two,Germany,2,52.51666667,13.4
1984,Bobsled,Men's Four,Germany,1,52.51666667,13.4
1984,Bobsled,Men's Four,Germany,2,52.51666667,13.4
1984,Figure Skating,Women's Singles,Germany,1,52.51666667,13.4
1984,Luge,Men's Doubles,Germany,3,52.51666667,13.4
1984,Luge,Women's Singles,Germany,1,52.51666667,13.4
1984,Luge,Women's Singles,Germany,2,52.51666667,13.4
1984,Luge,Women's Singles,Germany,3,52.51666667,13.4
1984,Ski Jumping,"Men's Normal Hill, Individual",Germany,1,52.51666667,13.4
1984,Ski Jumping,"Men's Large Hill, Individual",Germany,2,52.51666667,13.4
1984,Speedskating,"Men's 5,000 Meters",Germany,3,52.51666667,13.4
1984,Speedskating,"Men's 10,000 Meters",Germany,3,52.51666667,13.4
1984,Speedskating,Women's 500 Meters,Germany,1,52.51666667,13.4
1984,Speedskating,Women's 500 Meters,Germany,2,52.51666667,13.4
1984,Speedskating,"Women's 1,000 Meters",Germany,1,52.51666667,13.4
1984,Speedskating,"Women's 1,000 Meters",Germany,2,52.51666667,13.4
1984,Speedskating,"Women's 1,500 Meters",Germany,1,52.51666667,13.4
1984,Speedskating,"Women's 1,500 Meters",Germany,2,52.51666667,13.4
1984,Speedskating,"Women's 3,000 Meters",Germany,1,52.51666667,13.4
1984,Speedskating,"Women's 3,000 Meters",Germany,2,52.51666667,13.4
1984,Speedskating,"Women's 3,000 Meters",Germany,3,52.51666667,13.4
1984,Figure Skating,Mixed Ice Dancing,Great Britain,1,51.5,-0.083333
1984,Alpine Skiing,Women's Slalom,Italy,1,41.9,12.483333
1984,Luge,Men's Singles,Italy,1,41.9,12.483333
1984,Speedskating,Men's 500 Meters,Japan,2,35.68333333,139.75
1984,Alpine Skiing,Men's Giant Slalom,Liechtenstein,3,47.13333333,9.516667
1984,Alpine Skiing,Women's Slalom,Liechtenstein,3,47.13333333,9.516667
1984,Biathlon,Men's 10-Kilometer Sprint,Norway,1,59.91666667,10.75
1984,Biathlon,Men's 20 Kilometers,Norway,3,59.91666667,10.75
1984,Biathlon,Men's 4 × 7.5-Kilometer Relay,Norway,2,59.91666667,10.75
1984,Cross-Country Skiing,Women's 5 Kilometers,Norway,2,59.91666667,10.75
1984,Cross-Country Skiing,Women's 10 Kilometers,Norway,3,59.91666667,10.75
1984,Cross-Country Skiing,Women's 20 Kilometers,Norway,3,59.91666667,10.75
1984,Cross-Country Skiing,Women's 4 × 5-Kilometer Relay,Norway,1,59.91666667,10.75
1984,Nordic Combined,Men's Individual,Norway,1,59.91666667,10.75
1984,Speedskating,"Men's 1,000 Meters",Norway,3,59.91666667,10.75
1984,Biathlon,Men's 4 × 7.5-Kilometer Relay,Soviet Union,1,55.75,37.6
1984,Bobsled,Men's Two,Soviet Union,3,55.75,37.6
1984,Cross-Country Skiing,Men's 30 Kilometers,Soviet Union,1,55.75,37.6
1984,Cross-Country Skiing,Men's 30 Kilometers,Soviet Union,2,55.75,37.6
1984,Cross-Country Skiing,Men's 4 × 10-Kilometer Relay,Soviet Union,2,55.75,37.6
1984,Cross-Country Skiing,Women's 10 Kilometers,Soviet Union,2,55.75,37.6
1984,Cross-Country Skiing,Women's 20 Kilometers,Soviet Union,2,55.75,37.6
1984,Figure Skating,Mixed Pairs,Soviet Union,1,55.75,37.6
1984,Figure Skating,Mixed Pairs,Soviet Union,3,55.75,37.6
1984,Figure Skating,Mixed Ice Dancing,Soviet Union,2,55.75,37.6
1984,Figure Skating,Mixed Ice Dancing,Soviet Union,3,55.75,37.6
1984,Figure Skating,Women's Singles,Soviet Union,3,55.75,37.6
1984,Ice Hockey,Men's Ice Hockey,Soviet Union,1,55.75,37.6
1984,Luge,Men's Singles,Soviet Union,2,55.75,37.6
1984,Luge,Men's Singles,Soviet Union,3,55.75,37.6
1984,Luge,Men's Doubles,Soviet Union,2,55.75,37.6
1984,Speedskating,Men's 500 Meters,Soviet Union,1,55.75,37.6
1984,Speedskating,"Men's 1,000 Meters",Soviet Union,2,55.75,37.6
1984,Speedskating,"Men's 1,500 Meters",Soviet Union,2,55.75,37.6
1984,Speedskating,"Men's 1,500 Meters",Soviet Union,3,55.75,37.6
1984,Speedskating,"Men's 5,000 Meters",Soviet Union,2,55.75,37.6
1984,Speedskating,"Men's 10,000 Meters",Soviet Union,1,55.75,37.6
1984,Speedskating,Women's 500 Meters,Soviet Union,3,55.75,37.6
1984,Speedskating,"Women's 1,000 Meters",Soviet Union,3,55.75,37.6
1984,Speedskating,"Women's 1,500 Meters",Soviet Union,3,55.75,37.6
1984,Cross-Country Skiing,Men's 15 Kilometers,Sweden,1,59.33333333,18.05
1984,Cross-Country Skiing,Men's 30 Kilometers,Sweden,3,59.33333333,18.05
1984,Cross-Country Skiing,Men's 50 Kilometers,Sweden,1,59.33333333,18.05
1984,Cross-Country Skiing,Men's 50 Kilometers,Sweden,2,59.33333333,18.05
1984,Cross-Country Skiing,Men's 4 × 10-Kilometer Relay,Sweden,1,59.33333333,18.05
1984,Ice Hockey,Men's Ice Hockey,Sweden,3,59.33333333,18.05
1984,Speedskating,"Men's 5,000 Meters",Sweden,1,59.33333333,18.05
1984,Speedskating,"Men's 10,000 Meters",Sweden,2,59.33333333,18.05
1984,Alpine Skiing,Men's Downhill,Switzerland,2,46.91666667,7.466667
1984,Alpine Skiing,Men's Giant Slalom,Switzerland,1,46.91666667,7.466667
1984,Alpine Skiing,Women's Downhill,Switzerland,1,46.91666667,7.466667
1984,Alpine Skiing,Women's Downhill,Switzerland,2,46.91666667,7.466667
1984,Bobsled,Men's Four,Switzerland,3,46.91666667,7.466667
1984,Alpine Skiing,Men's Downhill,United States,1,38.9072,77.0369
1984,Alpine Skiing,Men's Slalom,United States,1,38.9072,77.0369
1984,Alpine Skiing,Men's Slalom,United States,2,38.9072,77.0369
1984,Alpine Skiing,Women's Giant Slalom,United States,1,38.9072,77.0369
1984,Alpine Skiing,Women's Giant Slalom,United States,2,38.9072,77.0369
1984,Figure Skating,Men's Singles,United States,1,38.9072,77.0369
1984,Figure Skating,Mixed Pairs,United States,2,38.9072,77.0369
1984,Figure Skating,Women's Singles,United States,2,38.9072,77.0369
1984,Biathlon,Men's 10-Kilometer Sprint,West Germany,2,50.7374,7.0982
1984,Biathlon,Men's 20 Kilometers,West Germany,1,50.7374,7.0982
1984,Biathlon,Men's 4 × 7.5-Kilometer Relay,West Germany,3,50.7374,7.0982
1984,Luge,Men's Doubles,West Germany,1,50.7374,7.0982
1984,Alpine Skiing,Men's Giant Slalom,Yugoslavia,2,43.85,18.25
1988,Alpine Skiing,Men's Super G,Austria,2,48.2,16.366667
1988,Alpine Skiing,Men's Giant Slalom,Austria,2,48.2,16.366667
1988,Alpine Skiing,Men's Combined,Austria,1,48.2,16.366667
1988,Alpine Skiing,Men's Combined,Austria,2,48.2,16.366667
1988,Alpine Skiing,Women's Super G,Austria,1,48.2,16.366667
1988,Alpine Skiing,Women's Combined,Austria,1,48.2,16.366667
1988,Nordic Combined,Men's Team,Austria,3,48.2,16.366667
1988,Nordic Combined,Men's Individual,Austria,2,48.2,16.366667
1988,Speedskating,"Men's 1,500 Meters",Austria,3,48.2,16.366667
1988,Speedskating,"Men's 10,000 Meters",Austria,2,48.2,16.366667
1988,Alpine Skiing,Women's Downhill,Canada,3,45.41666667,-75.7
1988,Alpine Skiing,Women's Super G,Canada,3,45.41666667,-75.7
1988,Figure Skating,Men's Singles,Canada,2,45.41666667,-75.7
1988,Figure Skating,Mixed Ice Dancing,Canada,3,45.41666667,-75.7
1988,Figure Skating,Women's Singles,Canada,2,45.41666667,-75.7
