Country Name,"Country Code","Series Name","Series Code","1960 [YR1960]","1961 [YR1961]","1962 [YR1962]","1963 [YR1963]","1964 [YR1964]","1965 [YR1965]","1966 [YR1966]","1967 [YR1967]","1968 [YR1968]","1969 [YR1969]","1970 [YR1970]","1971 [YR1971]","1972 [YR1972]","1973 [YR1973]","1974 [YR1974]","1975 [YR1975]","1976 [YR1976]","1977 [YR1977]","1978 [YR1978]","1979 [YR1979]","1980 [YR1980]","1981 [YR1981]","1982 [YR1982]","1983 [YR1983]","1984 [YR1984]","1985 [YR1985]","1986 [YR1986]","1987 [YR1987]","1988 [YR1988]","1989 [YR1989]","1990 [YR1990]","1991 [YR1991]","1992 [YR1992]","1993 [YR1993]","1994 [YR1994]","1995 [YR1995]","1996 [YR1996]","1997 [YR1997]","1998 [YR1998]","1999 [YR1999]","2000 [YR2000]","2001 [YR2001]","2002 [YR2002]","2003 [YR2003]","2004 [YR2004]","2005 [YR2005]","2006 [YR2006]","2007 [YR2007]","2008 [YR2008]","2009 [YR2009]","2010 [YR2010]","2011 [YR2011]","2012 [YR2012]","2013 [YR2013]","2014 [YR2014]","2015 [YR2015]","2016 [YR2016]","2017 [YR2017]","2018 [YR2018]","2019 [YR2019]","2020 [YR2020]","max time avail."
Finland,"FIN","Poverty headcount ratio at national poverty lines (% of population)","SI.POV.NAHC","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","11","11.7","12.6","13","13.6","13.8","13.1","13.7","13.2","11.8","12.8","12.4","11.6","11.5","12","11.6","12.2","#N/A","13.8"
Finland,"FIN","Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population)","SI.POV.UMIC","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","0.2","#N/A","#N/A","#N/A","0.2","#N/A","#N/A","#N/A","0.2","#N/A","#N/A","#N/A","#N/A","0.2","#N/A","#N/A","0.2","0.1","0.2","0.2","0.1","0.2","0.1","0.1","0.1","0.2","0.1","0.1","0.2","0.2","0.1","0.2","#N/A","#N/A","0.2"
Finland,"FIN","People using safely managed drinking water services (% of population)","SH.H2O.SMDW.ZS","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","93.49111032","93.92930489","94.36748845","94.80567972","95.243871","95.68206228","96.12025245","96.55844374","96.99663169","97.43482743","97.87301426","98.31120221","98.74939572","99.1875859","99.6257783","99.63062162","99.63187058","99.63312064","99.63454675","99.6361511","99.63792833","99.63792833"
France,"FRA","Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)","SE.TER.CUAT.BA.ZS","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","16.3929500579834","17.6630706787109","17.4036998748779","18.0016708374023","#N/A","19.7005405426025","#N/A","19.7005405426025"
France,"FRA","Population, total","SP.POP.TOTL","46621688","47240526","47904879","48582624","49230585","49818019","50330268","50775788","51175507","51561833","51957747","52371320","52793151","53207744","53592235","53931390","54220033","54467709","54691866","54917110","55161510","55430278","55718940","56023775","56337675","56654703","56976126","57302642","57627106","57940199","58235716","58559309","58851216","59106758","59327200","59541904","59753095","59964841","60186284","60496708","60912500","61357432","61805266","62244880","62704901","63179356","63621376","64016227","64374979","64707035","65027505","65342789","65659814","65998685","66312067","66548272","66724104","66918020","67101930","67248926","67391582","67391582"
France,"FRA","Population, male (% of total population)","SP.POP.TOTL.MA.ZS","48.5067713858211","48.5461162858846","48.582894044291","48.6175565709804","48.6508770242593","48.6835167944761","48.7150022091082","48.7451108817774","48.7749394112939","48.805768881972","48.8380162753779","48.8728234111934","48.9087350446747","48.9405281475125","48.9614251201367","48.9670958077724","48.9557671069706","48.92992477581","48.8949576730012","48.8584938257164","48.8261863637574","48.7996167994577","48.777548184992","48.7592457078937","48.7430575804491","48.7277476046532","48.713493539351","48.7008042713567","48.6890209849255","48.6773074742188","48.6650372251959","48.6519438770149","48.6380674417141","48.6234175739657","48.608138465402","48.5923253682012","48.5763105616583","48.5600720720139","48.5431662262041","48.524967838431","48.5052958995641","48.4837092660082","48.4609897150722","48.4396984637302","48.4230388765675","48.4130923286025","48.4105005641133","48.4141316841042","48.421969114636","48.4311652214689","48.439510565719","48.4468651049934","48.4534445036252","48.4578835465962","48.458673807571","48.4549423570847","48.4456541522577","48.4315529226944","48.4157595188664","48.4026166175936","48.3951208263468","48.9670958077724"
France,"FRA","Population, female (% of total population)","SP.POP.TOTL.FE.ZS","51.4932286141789","51.4538837141154","51.417105955709","51.3824434290196","51.3491229757407","51.3164832055239","51.2849977908918","51.2548891182226","51.2250605887061","51.194231118028","51.1619837246221","51.1271765888065","51.0912649553253","51.0594718524875","51.0385748798632","51.0329041922276","51.0442328930294","51.07007522419","51.1050423269988","51.1415061742836","51.1738136362426","51.2003832005423","51.222451815008","51.2407542921063","51.2569424195509","51.2722523953468","51.286506460649","51.2991957286433","51.3109790150745","51.3226925257812","51.3349627748041","51.3480561229851","51.3619325582859","51.3765824260343","51.391861534598","51.4076746317988","51.4236894383417","51.4399279279861","51.4568337737959","51.475032161569","51.4947041004359","51.5162907339918","51.5390102849278","51.5603015362698","51.5769611234325","51.5869076713976","51.5894994358867","51.5858683158958","51.578030885364","51.5688347785311","51.560489434281","51.5531348950066","51.5465554963748","51.5421164534038","51.541326192429","51.5450576429153","51.5543458477423","51.5684470773056","51.5842404811336","51.5973833824064","51.6048791736532","51.6048791736532"
France,"FRA","Poverty headcount ratio at national poverty lines (% of population)","SI.POV.NAHC","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","13.5","13","13.2","13.1","12.5","12.9","13.3","14","14.1","13.7","13.3","13.6","13.6","13.2","13.4","13.6","#N/A","#N/A","14.1"
France,"FRA","Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population)","SI.POV.UMIC","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","2.2","#N/A","#N/A","#N/A","#N/A","#N/A","3","#N/A","#N/A","#N/A","#N/A","1.7","#N/A","#N/A","#N/A","#N/A","0.2","#N/A","#N/A","#N/A","#N/A","#N/A","0.2","#N/A","#N/A","0.4","0.2","0.2","0.2","0.1","0.1","0.3","0.3","0.2","0.3","0.2","0.1","0.3","0.2","0.1","0.1","#N/A","#N/A","3"
France,"FRA","People using safely managed drinking water services (% of population)","SH.H2O.SMDW.ZS","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","96.44197832","96.45019858","96.45825304","96.46615234","96.65429182","96.84229692","97.03018118","97.21793315","97.40557116","97.59309329","97.78049038","97.96775727","98.15490382","98.3419109","98.52676642","98.7072818","98.88779717","99.06831255","99.24882793","99.24883091","99.24882645","99.24883091"
Georgia,"GEO","Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)","SE.TER.CUAT.BA.ZS","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","30.1727104187012","#N/A","30.864330291748","#N/A","32.8466300964355","34.0182189941406","#N/A","33.6676902770996","#N/A","34.0182189941406"
Georgia,"GEO","Population, total","SP.POP.TOTL","3645600","3703600","3760300","3816100","3870300","3921600","3966700","4005800","4042300","4080300","4119900","4163000","4205300","4242500","4279500","4311200","4342400","4372100","4397700","4430200","4467700","4504500","4542800","4582900","4622200","4662900","4704500","4743500","4790700","4803300","4802000","4835900","4873500","4911100","4836076","4657722","4491699","4349913","4243607","4157192","4077131","4014373","3978515","3951736","3927340","3902469","3880347","3860158","3848449","3814419","3786695","3756441","3728874","3717668","3719414","3725276","3727505","3728004","3726549","3720161","3714000","4911100"
Georgia,"GEO","Population, male (% of total population)","SP.POP.TOTL.MA.ZS","46.5884626785677","46.6407935681403","46.6930506253355","46.7458457845125","46.7991382165402","46.8529875258691","46.9081281818965","46.9629554273102","47.0126694990437","47.0511971960552","47.074601026024","47.0827489864256","47.0780993992354","47.0636236647085","47.0440104714051","47.0228605407295","47.000199175869","46.9773916530739","46.9599438363343","46.954673979474","46.9663860471874","46.9955748393028","47.0400525767132","47.0969684296598","47.1630773711805","47.2340156892875","47.3111973592207","47.3925273712078","47.4661854512881","47.5183126037166","47.5405145645424","47.5272827301565","47.4827981164892","47.4216128612386","47.3659862440128","47.3333344050904","47.3311026410739","47.3558029181272","47.401186695097","47.4545017201253","47.504621538202","47.5489651920732","47.589485961612","47.6233389086397","47.6487471872263","47.6649569921129","47.6692964354198","47.662484460721","47.6505124258687","47.6425722601584","47.6448953622945","47.6608498088219","47.6878135536627","47.7185892462792","47.7435190852747","47.7550208986676","47.7510031859387","47.7339541794232","47.7087624964214","47.682173719626","47.659653938471","47.7550208986676"
Georgia,"GEO","Population, female (% of total population)","SP.POP.TOTL.FE.ZS","53.4115373214323","53.3592064318597","53.3069493746645","53.2541542154875","53.2008617834598","53.1470124741309","53.0918718181035","53.0370445726898","52.9873305009563","52.9488028039448","52.925398973976","52.9172510135744","52.9219006007646","52.9363763352915","52.9559895285949","52.9771394592705","52.999800824131","53.0226083469261","53.0400561636657","53.0453260205259","53.0336139528126","53.0044251606972","52.9599474232868","52.9030315703402","52.8369226288195","52.7659843107125","52.6888026407793","52.6074726287922","52.5338145487119","52.4816873962834","52.4594854354576","52.4727172698435","52.5172018835108","52.5783871387615","52.6340137559872","52.6666655949096","52.6688973589261","52.6441970818728","52.598813304903","52.5454982798747","52.495378461798","52.4510348079268","52.410514038388","52.3766610913603","52.3512528127737","52.3350430078871","52.3307035645802","52.337515539279","52.3494875741313","52.3574277398416","52.3551046377055","52.3391501911781","52.3121864463373","52.2814107537208","52.2564809147253","52.2449791013324","52.2489968140613","52.2660458205768","52.2912375035786","52.317826280374","52.340346061529","53.4115373214323"
Georgia,"GEO","Poverty headcount ratio at national poverty lines (% of population)","SI.POV.NAHC","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","34.3","35.4","36.9","38.8","34.9","34.9","37.3","34.1","30","26.2","23.5","21.6","22","21.9","20.1","19.5","21.3","38.8"
Georgia,"GEO","Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population)","SI.POV.UMIC","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","40.6","64.5","64.3","71.8","73.5","76.1","62.8","62.4","58.8","61.3","62.2","64.5","60","59.9","60.8","59","54.9","49.5","45.7","44.8","43.3","43","42.5","42","#N/A","76.1"
Georgia,"GEO","People using safely managed drinking water services (% of population)","SH.H2O.SMDW.ZS","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","62.25452483","62.20201347","62.27734355","62.50825734","62.73817965","62.96711547","63.19550299","63.42335153","63.6502069","63.87608476","64.10141938","64.32577019","64.54958484","64.77197544","64.99382975","65.21470931","65.4385806","65.66411509","65.89216553","66.12228848","66.35490242","66.35490242"
Germany,"DEU","Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)","SE.TER.CUAT.BA.ZS","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","24.1829490661621","24.7420501708984","25.5801200866699","#N/A","25.1498794555664","#N/A","#N/A","25.5801200866699"
Germany,"DEU","Population, total","SP.POP.TOTL","72814900","73377632","74025784","74714353","75318337","75963695","76600311","76951336","77294314","77909682","78169289","78312842","78688452","78936666","78967433","78673554","78336950","78159814","78091820","78126350","78288576","78407907","78333366","78128282","77858685","77684873","77720436","77839920","78144619","78751283","79433029","80013896","80624598","81156363","81438348","81678051","81914831","82034771","82047195","82100243","82211508","82349925","82488495","82534176","82516260","82469422","82376451","82266372","82110097","81902307","81776930","80274983","80425823","80645605","80982500","81686611","82348669","82657002","82905782","83092962","83240525","83240525"
Germany,"DEU","Population, male (% of total population)","SP.POP.TOTL.MA.ZS","46.5278685961546","46.6176402775903","46.7294200722384","46.85190074489","46.9696522623262","47.0718114762833","47.1556349508335","47.2241587281844","47.2797170980338","47.3265911205867","47.3681686060699","47.4044354728525","47.4348451707569","47.4617481490979","47.487994141362","47.5156567289064","47.5466891185699","47.5810442807922","47.6164140550639","47.6492472013403","47.6774687298093","47.6990945597537","47.7163210807543","47.7361485844001","47.7682101891611","47.8187439873641","47.8907331935877","47.9802550618566","48.0781968271887","48.1719412693323","48.2525485369593","48.3170455218917","48.3681311467833","48.4097470504164","48.4481868577123","48.4880344266992","48.5303011303007","48.5735224833153","48.6168862935714","48.65874754661","48.6978832895461","48.7342029344846","48.7683676055978","48.8007902431791","48.8320989832335","48.8629076531365","48.8936556116326","48.924501385593","48.9554386537417","48.9862337510892","49.0168056587922","49.0463861211197","49.0753116093094","49.1057664221195","49.140717224489","49.1818673658713","49.2303516434396","49.2844291256562","49.3396326299471","49.3900550553476","49.4317986578455","49.4317986578455"
Germany,"DEU","Population, female (% of total population)","SP.POP.TOTL.FE.ZS","53.4721314038454","53.3823597224097","53.2705799277616","53.14809925511","53.0303477376738","52.9281885237167","52.8443650491665","52.7758412718156","52.7202829019662","52.6734088794133","52.6318313939301","52.5955645271475","52.5651548292431","52.5382518509021","52.512005858638","52.4843432710936","52.4533108814301","52.4189557192078","52.3835859449361","52.3507527986597","52.3225312701907","52.3009054402463","52.2836789192457","52.2638514155999","52.2317898108389","52.1812560126359","52.1092668064123","52.0197449381434","51.9218031728113","51.8280587306677","51.7474514630407","51.6829544781083","51.6318688532167","51.5902529495836","51.5518131422877","51.5119655733008","51.4696988696993","51.4264775166847","51.3831137064286","51.34125245339","51.3021167104539","51.2657970655154","51.2316323944022","51.1992097568209","51.1679010167665","51.1370923468635","51.1063443883674","51.075498614407","51.0445613462583","51.0137662489108","50.9831943412078","50.9536138788803","50.9246883906906","50.8942335778805","50.859282775511","50.8181326341287","50.7696483565604","50.7155708743438","50.6603673700529","50.6099449446524","50.5682013421545","53.4721314038454"
Germany,"DEU","Poverty headcount ratio at national poverty lines (% of population)","SI.POV.NAHC","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","12.2","12.5","15.2","15.2","15.5","15.6","15.8","16.1","16.1","16.7","16.7","16.5","16.1","16","14.8","#N/A","#N/A","16.7"
Germany,"DEU","Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population)","SI.POV.UMIC","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","0.2","#N/A","#N/A","0.5","0.5","#N/A","#N/A","0.2","#N/A","0.2","0.2","0.2","0.2","0.2","0.2","0","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.5","#N/A","#N/A","#N/A","#N/A","0.5"
Germany,"DEU","People using safely managed drinking water services (% of population)","SH.H2O.SMDW.ZS","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","99.82377818","99.82377579","99.82377579","99.82377579","99.83506134","99.84634449","99.85762525","99.8689132","99.88019395","99.89147711","99.90276026","99.91404342","99.92532657","99.93661213","99.94789288","99.95917842","99.97045681","99.98173998","99.99302315","99.9930255","99.99302783","99.99302783"
Ghana,"GHA","Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)","SE.TER.CUAT.BA.ZS","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
Ghana,"GHA","Population, total","SP.POP.TOTL","6635229","6848291","7071966","7300124","7524470","7739463","7941418","8132803","8321773","8520018","8735493","8973247","9229640","9493552","9749098","9985946","10199164","10395453","10590265","10805318","11056112","11348287","11676828","12033559","12405659","12783617","13164839","13552021","13947047","14353409","14773274","15207360","15653345","16106756","16561677","17014058","17462504","17908977","18357159","18812369","19278850","19756929","20246376","20750308","21272328","21814648","22379057","22963946","23563832","24170943","24779614","25387713","25996454","26607641","27224480","27849203","28481947","29121464","29767108","30417858","31072945","31072945"
Ghana,"GHA","Population, male (% of total population)","SP.POP.TOTL.MA.ZS","50.8022707279583","50.8251620732822","50.8477840532604","50.8659030997282","50.8747858653168","50.8720824687708","50.8556784191438","50.8281216205532","50.796206529546","50.7690241968972","50.7516977004045","50.7472601612326","50.7517086256885","50.7550071880367","50.7447971084094","50.7138332212091","50.6603286308564","50.5897049411892","50.5110778625464","50.4370718196355","50.3768232449165","50.3323805610486","50.3013061423873","50.2824476117165","50.2734034524083","50.2721334658258","50.2783740841798","50.2916280900096","50.3095386428396","50.3294652859122","50.3493809158349","50.3686767459967","50.3872622752517","50.4044948591759","50.4198155778548","50.4330125123589","50.4438939570178","50.452697549391","50.4600739144875","50.4667912903473","50.4734981599006","50.4802188639743","50.4869711004083","50.4943010966391","50.5028222580998","50.5128297279883","50.5243674923389","50.5371550690809","50.550856923441","50.5650607011899","50.5794238764171","50.5939073755876","50.6083598940071","50.62237573034","50.6354354610263","50.6471801006298","50.6574603203917","50.6664053702795","50.6741702956162","50.6810374353119","50.687178186683","50.8747858653168"
Ghana,"GHA","Population, female (% of total population)","SP.POP.TOTL.FE.ZS","49.1977292720417","49.1748379267178","49.1522159467396","49.1340969002718","49.1252141346832","49.1279175312292","49.1443215808562","49.1718783794468","49.203793470454","49.2309758031028","49.2483022995955","49.2527398387674","49.2482913743115","49.2449928119633","49.2552028915906","49.2861667787909","49.3396713691436","49.4102950588108","49.4889221374536","49.5629281803645","49.6231767550835","49.6676194389514","49.6986938576127","49.7175523882835","49.7265965475917","49.7278665341742","49.7216259158202","49.7083719099904","49.6904613571604","49.6705347140878","49.6506190841651","49.6313232540033","49.6127377247483","49.5955051408241","49.5801844221452","49.5669874876411","49.5561060429821","49.547302450609","49.5399260855125","49.5332087096527","49.5265018400994","49.5197811360257","49.5130288995917","49.5056989033609","49.4971777419002","49.4871702720117","49.4756325076611","49.4628449309191","49.449143076559","49.4349392988101","49.4205761235829","49.4060926244124","49.3916401059929","49.37762426966","49.3645645389737","49.3528198993702","49.3425396796083","49.3335946297205","49.3258297043838","49.3189625646882","49.312821813317","49.7278665341742"
Ghana,"GHA","Poverty headcount ratio at national poverty lines (% of population)","SI.POV.NAHC","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","31.9","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","24.2","#N/A","#N/A","#N/A","23.4","#N/A","#N/A","#N/A","#N/A","31.9"
Ghana,"GHA","Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population)","SI.POV.UMIC","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","93.4","92.2","#N/A","#N/A","92.6","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","84.5","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","75.9","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","58.8","#N/A","#N/A","#N/A","55.1","#N/A","#N/A","#N/A","#N/A","93.4"
Ghana,"GHA","People using safely managed drinking water services (% of population)","SH.H2O.SMDW.ZS","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","13.27925395","13.55670527","14.51647855","15.77309671","17.05989527","18.37540171","19.7204514","21.09455291","22.49754159","23.92814984","25.38765645","26.87476592","28.3888912","29.92900722","31.49485452","33.08616965","34.70269355","36.34374531","38.00904834","39.69790044","41.4104497","41.4104497"
Greece,"GRC","Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)","SE.TER.CUAT.BA.ZS","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","7.59999990463257","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","8.69999980926514","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","20.0333194732666","#N/A","#N/A","#N/A","22.1860599517822","22.929069519043","20.1387195587158","#N/A","#N/A","#N/A","26.0435390472412","26.0435390472412"
Greece,"GRC","Population, total","SP.POP.TOTL","8331725","8398050","8448233","8479625","8510429","8550333","8613651","8684088","8740765","8772764","8792806","8831036","8888628","8929086","8962022","9046541","9188150","9308479","9429959","9548258","9642505","9729350","9789513","9846627","9895801","9934300","9967213","10000595","10036983","10089498","10196792","10319927","10399061","10460415","10512922","10562153","10608800","10661259","10720509","10761698","10805808","10862132","10902022","10928070","10955141","10987314","11020362","11048473","11077841","11107017","11121341","11104899","11045011","10965211","10892413","10820883","10775971","10754679","10732882","10721582","10715549","11121341"
Greece,"GRC","Population, male (% of total population)","SP.POP.TOTL.MA.ZS","49.0172026105114","49.034599313039","49.0353347361403","49.0271652910884","49.021433014451","49.0260437324244","49.0434480253403","49.0708987050462","49.1046947046286","49.1391548792175","49.1702148583586","49.1965235227783","49.2198768432934","49.2427698527801","49.2684752423607","49.299180582934","49.3351142652007","49.3744394233634","49.4146379911213","49.4525125363306","49.4859979283274","49.5152234517465","49.5409025164262","49.5619697276085","49.5772139330474","49.5861402918652","49.5876735201029","49.5827703918709","49.5761902692403","49.5737427209747","49.5796788379414","49.5949873142397","49.6175514811291","49.6439132997545","49.6693123370646","49.690205259838","49.7059814317375","49.7169787446609","49.7215117317302","49.7178383661294","49.7047807622795","49.6827637690493","49.6522095438616","49.6123275774701","49.5620958553334","49.5012561471029","49.42801807133","49.3443069480326","49.2584539277513","49.1823267758394","49.124998622291","49.090845625397","49.0776977788669","49.0792841041586","49.0857976388269","49.0899165711124","49.0897990171248","49.0874122198801","49.083798094779","49.0814298857721","49.0818239871301","49.7215117317302"
